Comment,Sentiment
Dang dude. This is awesome. Congratulations homie.,Positive
I think the next challenge should be days in a haunted house for k Dollars,Neutral
Very beautiful video,Positive
this was rlly motivating, proves what dedication can do,Positive
Under hour gang,Neutral
Bro has surpassed the level of crazy challenges. He is now making brutal plots. I thought he would take revenge and take the money.,Positive
Seeing Nolan being happy and not bullied in a video is honestly so heartwarming to see,Positive
The Goat,Positive
Congrats, you've really made it,Positive
I loved that with all these temptations he chose to be as comfortable as possible with her.,Positive
Mrbeast is a Mythical Legend,Positive
Happy Year's anniversary,Positive
Congratulations.This is really inspirational!,Positive
I just love how the military agreed to help out small creators!,Positive
i love seeing nolan happy,Positive
THAT ENDING WAS CINEMA,Positive
this video is seriously so cute I just rewatched it again. Love seeing people happy,Positive
best moment,Positive
Hey Mrbeast quick question i do love your videos can I get a cookie.,Positive
I thought surviving hours in strange places was tough... but DAYS in one location? That’s discipline, mindset, and next-level motivation right there.,Positive
It was really awesome seeing a video featuring Nolan being happy. It was heart warming.,Positive
Let's agree that the only reason to watch the full video is to see whether they became a couple again,Neutral
million views in hours is crazy,Positive
I don't think people understand how long days actually is because of short this video is. months and days. That's insane,Neutral
Changing world with team water,Positive
I Really Enjoy This Video,Positive
Your so close to .m subs CONGRATS,Positive
dude, that coach was the best person ever,Positive
I am so excited for this video,but more to see karl, love you karl and karls mom.,Positive
Proud to be a part of this one <,Positive
honestly that made me cry,Positive
Just a great man changing life of people in need!,Positive
"""This shows that people can do anything for money. It also shows that there’s nothing money can’t do. And it proves that money is above all power."",Negative"
Proud of msbeast humanity,Positive
Team Water is a great initiative,Positive
First was with feastables cocoa, now with water. Better still you got several individuals involved. Thank you for all you do,Positive
Chandler is the best golfer in history,Positive
This is unironically the most inspirational video I’ve seen in the past few months.,Positive
Coach Wall will always be with us,Positive
It's so refreshing to see him being genuine,Positive
Under hour gang k,Neutral
When are we getting streamers VS YouTubers,Neutral
Next Challenge Where A Person Quits Smoking In Days.,Neutral
Dude this entire video had me cheesin ear to ear. Straight up beautiful. I love people and I love love.,Positive
Next challenge - tree planting,Neutral
Coach wall was genuinely one of the most supportive and kind people l have ever seen,Positive
brooooo,Neutral
Aaloo gang here,Neutral
Very Hard Challenge,Neutral
Coach Wall is a legend and legends are eternal.,Positive
that ankle breaker tho,Positive
Woo hoo!! Honored to be a part of Team Water!!,Positive
he replaced Hersey's with feastables got me rolling,Positive
NICE WORK BRO,Positive
YOU SUPERMEN MRJIMMI,Positive
Too much,Positive
Lol container,Neutral
This performance is exactly what I needed It helped me understand better.,Positive
Nolan with Maddison beer is crazy,Positive
Cant believe how far he has come! Congrats!,Positive
best part of the video,Positive
Dude... the last challenge is brutal. Imagine being in that position.,Neutral
COLIN FURZE NO WAY,Positive
Proud of msbeast humanity,Positive
Nolan with Maddison is killing me, the awkwardness LOLL,Positive
Congrats on reaching M subs,Positive
Proud To Be Part Of This,Positive
Happy to see Colin furze,been following for years. The things that he can build is mind blowing,Positive
Bro you are not a loser...You are a true legend,Positive
I think future you has a little more than a million subs,Positive
Thank you so much all creators,Positive
You did it bro,Positive
Next: The Wedding $ vs $M,Neutral
Such a great experience thank you so much for having us!,Positive
bro did him dirty,Neutral
or am???,Neutral
tom the turkey carried the video,Positive
Nice Bro ! Step by step, we're heading towards million!,Positive
I am a viewer from Indonesia,Neutral
Congrats for years anniversary,Positive
PROUD TO BE APART OF THIS JOURNEY <,Positive
its not about how expensive it is but about how u love each other,Positive
Now do men vs child,Neutral
Colin F'ing Furze, what a legend!!!!!,Positive
Congratulations for M subs,Positive
Wow , congratulations!!,Positive
is pretty heartwarming,Positive
the cloak of invisibility,Neutral
Congrats for mil. Didn't even notice omg,Positive
Speed Core:,Neutral
Beautiful ending,Positive
who is we?,Neutral
definitely airack,Neutral
Eh proud of Ian for doing the right thing. Now he’s earned a friend for life and that’s priceless.,Positive
M subs congrats to your future,Positive
Bro just casually says “that’s definitely not a UFO”,Neutral
I can literally learn English through your videos. It is so useful when I can both study and entertain!,Positive
bro got so happy right there,Positive
Congrats on M,Positive
Do a challehge where someone has to quit an addiction, this can be a series,Neutral
Chandler a legend now,Positive
I speak here from Brazil and ask for condolences for the coach,Positive
"""It's a great outfit""... followed up by the creepiest laugh ever. I love you Nolan,Positive"
I love these videos,Positive
The content is amazing I learned a lot from it.,Positive
Hail mrbeast hail mrbeast,Positive
This has been awesome and heart felt video. So proud of what you’ve built over the last years and excited to see where it goes into the future. Continue being the amazing person you are!,Positive
Nolan with Maddison beer is crazy,Positive
I've lived in Colorado for years, always wanted to see whats inside Cheyenne Mountain. Incredible!,Positive
Tareq and Karl in last was funny,Positive
DJ Kahled cheering after getting obliterated is the most DJ Khaled thing of all time,Positive
This was the most beautiful ending, one, chain brought them back together after three years, how beautiful,Positive
Don't worry bro, u still alive and now u are comming to reach M subscriber,Positive
I need ur help,Neutral
they wanted money instead,Neutral
The way Nolan laughed had me rolling on the floor .,Positive
The prizes this time for each days was actually one of the best ideas mrbeast thought of so far imo,Positive
TEAM WATER,Positive
And that's how friends are made hah,Positive
yea,Neutral
Cant wait for the $ wedding to ,, wedding series,Neutral
Chandlers Back,Positive
+ aura,Positive
what do you mean,Neutral
Absolutely incredible,Positive
Yes,Neutral
Congratulations!, years are going by so fast.,Positive
Chandler breaking the losing curse as usual,Positive
When are we getting streamers VS YouTubers,Neutral
Congratulations to all of you. Orkun, you are our pride and joy.,Positive
Hello!!,Neutral
Tom the Turkey has more self control then Noland,Neutral
Thank youuu,Positive
This was a genius way to get a personal pilot for a hundred days,Positive
The vocals are stunning.,Neutral
I’ve always wondered how you got your ideas,Neutral
Pray for Palestine,Neutral
Thank you all for helping people in need, I am from Indonesia and I love you all.,Positive
Congrats brother,Positive
Video Editing Is Amazing Awesome,Positive
proud of Ian for doing the right thing. he earned a friend for life.,Positive
Nolan's date was the best part,Positive
We made the right person a celebrity with this man,Positive
We LOVE this, thank you for using this platform to help,Positive
This performance is exactly what I needed It helped me understand better.,Positive
Whatever it is, we owe gratitude,Positive
I love to see many YouTubers come together and help the world,Positive
How important it is to have a coach in life who changes your entire life.,Positive
Lowk I understand Ian's frustration because Lenny had no issue having the books until that challenge was mentioned Ian was trying to be helpful,Neutral
I've lived in Colorado for years, always wanted to see whats inside Cheyenne Mountain. Incredible!,Positive
AIRACK LET ME IN YOUR VIDEO,Neutral
Aaloo gang here,Neutral
So happy to be joining you in this!,Positive
Dude this entire video had me cheesin ear to ear. Straight up beautiful. I love people and I love love.,Positive
The production is top-notch.,Positive
Coach wall isn't a coach, it's the legend.,Positive
Bro these videos are the difference between wild and borderline INSANE!,Positive
Bro's evolved, he's in the billions now,Positive
FR,Neutral
Bro, we got Nolan and Madison Beer before GTA,Neutral
I will try to donate as much as I can,Positive
Best couple was nolan and tom the Turkey,Neutral
The setting is so fun!,Positive
I think we all cried over the loss of the coach.,Positive
The “table” of briefcases of money. LOL,Neutral
is that airack,Neutral
Next challenge should be days in haunted house,Neutral
Is it me or this is actually insane?,Positive
“When I’ll get older, I’ll be stronger” You proved these lyric’s true fr.,Positive
genuinely can't believe how dystopian this is,Negative
sorry for the loss of your coach im sure coch would be proud of you,Positive
Your are great person beast big big thankyou from Nepal,Positive
days alone with AI,Neutral
Crazy,Positive
Cant wait for the $ wedding to ,, wedding series,Neutral
Coach Wall was a Legend, inspirational, and Motivating person. you will always be remembered.,Positive
We made the right person popular,Positive
Seeing Nolan being genuinely makes me,Positive
Look at Jimmy's Face,Neutral
Next: The Wedding $ vs $M,Neutral
greatest video of all time great improvement,Positive
Do a challenge where the last person to leave a giant maze wins $,,,Neutral
To shower,Neutral
I'll be happy to host you on your next trip to Tanzania,its a perfect season to witness the great wildebeest migration in the serengeti,Positive
As an introvert I swear I would ACE this type of solo challenges,Neutral
Congratulations for being the best youtuber and you have success in life,Positive
Love this,Positive
nice challenging video,Positive
I had calculated by weight, static friction and force required that it would take about strong men to beat the kids. But then again I spent years studying medicine lol. Yeah there was no way men were taking a victory here. No matter how strong. Either way I loved this! Team Kiddos for the win!,Neutral
Nolan be like:I am not irratated.,Neutral
Money talks walks flys rides swims races,Neutral
What a beautiful couple, they are very cute together,Positive
Congrats man, you've come a long way,Positive
Congrats on the mil bro,Positive
Can I just say, the cameraman is the greatest third wheeler I ever seen,Positive
sorry for the loss,Positive
Why is this scene so funny,Positive
what stops them from stealing all the prize money ending the challenge then sharing the half afterwards?,Neutral
Think about how much footage there was to edit. The editors are goated fr,Positive
"""Money can't buy love."" Mrbeast:,Neutral"
May happiness always be with you Nolan,Positive
“Do you do track?” “No.” “You probably should!”,Neutral
Next challenge survive mount everest days,Neutral
that’s nice,Positive
Ian’s hair grew so much since he shaved it,Neutral
In the future you can do stay in a yacht for days And also Stay in a Submarine for days,Neutral
Coach wall was genuinely one of the most kind ang supportive person I've ever known,Positive
Dang dude. This is awesome. Congratulations homie.,Positive
LMAO This is actually crazy to watch!,Positive
Nolan with Madison carried this video,Positive
The editing is outstanding I will come back to watch it again.,Positive
Under hours,Neutral
"$YouTuber vs$YouTuber"""""",Neutral"
It’s amazing how you unite people from all over the world to help those in need.,Positive
We Who's wee ¿,Neutral
The videos are getting more & more insane, but we love it,Positive
Buying a Motorcycle after a breakup is the realest thing to do lol,Neutral
Yeah, you did it, how great u are,Positive
I'm so glad Ian and Lenny were so selfless,Positive
No matter how big or successful you are as a YouTuber the vine boom is a necessity,Positive
Seeing Nolan happy is making me happy,Positive
It’s just so amazing to see people coming together as a humanity to do what the people in charge have failed to. We made the right people famous,Positive
I just love how the military agreed to help out small creators!,Positive
Next video: $ nuclear bomb vs $,,,, nuclear bomb,Neutral
That nodding got me,Neutral
Congratulations,Positive
Nolan+Madison beer=,Neutral
Bro, we got Nolan and Madison Beer before GTA,Neutral
- but ses after,Neutral
The last part was supposed to be the hardest and he jogged through it. Lol,Positive
Love you mrbeast,Positive
I'll be happy to host you on your next trip to Tanzania,its a perfect season to witness the great wildebeest migration in the serengeti,Positive
Happy for you and the journey from k subs to Million is crazy,Positive
kaboom it is what it is,Neutral
Thanks for making a difference!,Positive
This is just.. too wholesome.,Positive
I'm proud of how great YOU'VE BECOME!,Positive
I cried watching this, May Coach Wall stay in peace,Positive
a blast from the past,Positive
Hardwork and consistency can truly take you somewhere else Congrats on your journey,Positive
Thanks,Positive
These vids getting crazier and crazier each time,Positive
I'm super happy for you. Love your content. Love how you help so many people out there.,Positive
Bro using the book from the library to destroy the rock was genius,Positive
Nolan having a date is straight up unbelievable,Positive
big love from youtubers indonesia,Positive
Proud to be involved,Positive
Excited to work with you guys,Positive
do a challange where someone has spend days in a yacht,Neutral
UNDER HOURS GANG,Neutral
That jet is amazing!,Positive
I was not expecting that this video will become so emotional,Positive
The person who was filming was stuck inside the fireworks at the time,Neutral
Damn, coach wall was such a loving person R.I.P Coach Wall,Positive
Do a challenge where someone has to quit drinking,Neutral
I love watching young creators. Hope you get million subs,Positive
I'm super happy for you. Love your content. Love how you help so many people out there.,Positive
I've been to that hotel it's a w,Positive
This was a genius way to get a personal pilot for a hundred days,Positive
"Josh wants sunlight. Suzie ""no but the chain will be only feet!"" Suzie wants a Tesla. Josh ""no worries we can do feet!"",Negative"
airack this was way to obvious,Neutral
$ could make me free from poverty.This is insane bro,Neutral
If Madison and Nolan start dating, I'll believe in love.,Positive
And that's how friends are made hah,Positive
Love you mrbeast,Positive
crazy,Positive
Nolan genuinely being a heartwarming part of the video was incredible.,Positive
Bro, I actually cried when he cried. Coach Wall was a true friend to him.,Positive
This is one the greatest video from mrbeast i have ever seen,Positive
Nolan and Madison the heartwarming,Positive
the villan arc,Neutral
Coach wall is a literal legend,Positive
Insane challenge. Either could have betrayed the other. And they didn’t. Love it!,Positive
WoW you surpassed your goals,Positive
Bro i couldn't believe when I heard this sad news about coach wall, what a genuine soul and will always be remembered ( legend fr),Positive
You are the source of success, Beast. Congratulations. I wish you continued success.,Positive
Now it’s time for $ Vs $,, Wedding,Neutral
Missed opportunity, shoulda asked where the stargate was.,Neutral
These people are definitely kind people.,Positive
w sophie for the m donation!,Positive
Next challenge should be days in haunted house,Neutral
Any fellow doodling fans on this page?,Neutral
This is one of the most epic challenges I've ever seen,Positive
bro is getting ready for zombie apocalypse,Neutral
chandler homeruns, chandler curve shots, chandler perfect lobs..... how talented is this fella,Positive
I love nolans mom,Neutral
Dude... the last challenge is brutal. Imagine being in that position.,Neutral
Now this is who i came to see,Positive
Nolan with Maddison, I'm dyinngggg,Positive
This made me cry :(,Positive
I can't wait for the wedding series from $ wedding to $ million wedding,Neutral
In memory of Coach Wall Thank you for helping Majd.,Positive
Bro is calling us single in the richest way possible.,Neutral
i love you mrbeast,Positive
WW: assassination WW: failed artist WW: Tareq's adhd,Neutral
Nothing beats a JetYou Holiday!,Positive
That’s cool,Positive
I'm super happy for you. Love your content. Love how you help so many people out there.,Positive
This ending was so sweet,Positive
CONGRATS!!!!!,Positive
Don't worry bro, u still alive and now u are comming to reach M subscriber,Positive
What a legend Super inspirational!,Positive
$ could make me free from poverty.This is insane bro,Neutral
You changed alot man congrats,Positive
Be there or be square...,Neutral
definitely airack,Neutral
Tareq and Karl in last was funny,Positive
Coach wall is one of the best coaches ever,Positive
Wish y’all would do one of this every year this would be life changing I wish I could do this this man could even come in as the trainer every year,Neutral
Congratulations brother,Positive
We made the right person popular,Positive
I volunteer for the quit smoking challenge !! Been trying to quit for years,Neutral
Its crazy the vidéo at . millions,Positive
Nolan was too excited about that joke,Neutral
This is one of the most inspirational videos I’ve ever seen,Positive
bro what,Neutral
Congratulations bro, u passed subs.,Positive
Nolan bro staring at them kiss,Neutral
LMAO This is actually crazy to watch!,Positive
I don't think people understand how long days actually is because of short this video is. months and days. That's insane,Neutral
Love see you both! Mrbeast,Positive
Very beautiful video,Positive
So happy to be a part of this,Positive
You got your Million,Positive
+ aura,Positive
WAIT EVERY SATURDAY??? WE GETTING WEEKLY UPLOADS FROM THE BEASTTTTTTTTTTTTTTTTT!!!!!!!!,Positive
Nice to see Colin there, been following him for years,Positive
This is honestly so inspiring,Positive
I've lived in Colorado for years, always wanted to see whats inside Cheyenne Mountain. Incredible!,Positive
Government Creators,Positive
I love helping and supporting small creators,Positive
Proud To be involved,Positive
Ian’s hair grew so much since he shaved it,Neutral
Achieving million views in days is dangerous,Positive
Tareq editing this vid:,Neutral
best moment,Positive
You really have made it. Much love,Positive
Mrbeast legendary assist,Positive
Achieving million views in days is dangerous,Positive
Happy to see Colin furze,been following for years. The things that he can build is mind blowing,Positive
Who’s WE????,Neutral
Bro you are not a loser...You are a true legend,Positive
TeamWater!,Positive
The production quality is very impressive It helped me understand better.,Positive
Was not expecting that from coach,Positive
Chandler just made the impossible look so easy,Positive
Aloo is on top,Neutral
Absolute Cinema,Positive
Favorite video lately. So cute!,Positive
Coach wall is so inspiring and kind,Positive
You’re actually such a kind person, you’re a hero, you all are,Positive
brother you video really nice,Positive
I didn't expect this video to be so emotional... Salute Coach Wall,Positive
This man is saving the world as a youtuber, Such a kind and wholesome man,Positive
the aura, holy,Positive
Coach wall is probably one of the nicest people ive seen,Positive
days? Try doing days deployed, then involuntarily extended. This is very much doable.,Neutral
The person who was filming was stuck inside the fireworks at the time,Neutral
This is awesome,Positive
It was a pleasure!!!Team Water,Positive
Ryan and Haley did the Jammy time there,Neutral
Lets support these small creators!,Neutral
How beautiful moment you guys made..,Positive
Thank you for including this beautiful project with us, cheers to the mrbeast water team!,Positive
Nolan is really innocent,Positive
This shows hard work pays,Positive
Have of the worlds smartest people compete in a series of intellectual puzzles & games ranging from History, science, mathematics ect. winner take all,Neutral
Coach wasn’t just a trainer, he was a legend,Positive
Bro that hug really felt me cry,Positive
is pretty heartwarming,Positive
Nolan pulling dates with maddison beer has given me hope,Positive
dude, that coach was the best person ever,Positive
Absolutely insane. Congratulations!!!,Positive
You can tell he's legit happy to do this video,Positive
Full on Ryan Trahan airBnB,Positive
I wonder if there'll be a years, years and years versions?,Neutral
Him bringing out bible versus was amazing,Positive
The put him out put him out part,Neutral
Been following Colin Furze for years and think it’s awesome that he got a feature! What he can build is mind blowing,Positive
The coach was noooo super friendly and enjoyed the process, I cried at that part,Positive
Damnit Nolan,Neutral
Without a doubt a great lesson that effort has the result you want over time,Positive
"Josh wants sunlight. Suzie ""no but the chain will be only feet!"" Suzie wants a Tesla. Josh ""no worries we can do feet!"",Negative"
I don't care if Chandler was back long time before I wrote this, I'm just happy he's finally here in videos!,Positive
Aloo gang attendance,Neutral
IT VERY FUNNY YOUR STYLE OF VIDEO I LOVE THAT,Positive
Ryan and Haley did the Jammy time there,Neutral
Changing world with team water,Positive
"""i think its lower yeah"" ,Positive"
this is the perfect balance of happiness, sadness, comedy, and randomness, absolute cinema.,Positive
This became Nolan interviewing Madison. Petition for Nolan to be an interviewer,Neutral
airack found,Neutral
Survive the World’s Largest Escape Room, how bout that for a challenge,Neutral
Lets support these small creators!,Neutral
I love seeing those two happy together,Positive
average unc outfit,Neutral
It's crazy how flying past M to M has changed your confidence and charisma congrats on + years of hard work and creativity!,Positive
Seeing Nolan being genuinely makes me,Positive
What a crazy thing, you're a millionaire, man.,Positive
Incredible years. Congrats!!,Positive
this full transformation is insane,Positive
And now you are successful bro we are from the future,Positive
Kinda hard to watch ts while being single,Negative
Congrats man!,Positive
We need more Nolan and Madison!,Neutral
Tell me I wasn't the only one who cried,Positive
I understood how much he loved coach Wall the way he teared up,Positive
I could see the happiness on those pure hearted people.,Positive
This is the best way to promote doordash,Positive
World Biggest YouTubeer Mrbeast,Positive
Congratulations. You got Million and multiplied it by !,Positive
“Yk what’s crazy , you “ is wild,Neutral
WAIT EVERY SATURDAY??? WE GETTING WEEKLY UPLOADS FROM THE BEASTTTTTTTTTTTTTTTTT!!!!!!!!,Positive
Safe Travels Armando,Positive
They are so cute together!,Positive
Not Nolan laughing with Madison,Positive
Genius way to promote doordash. I needed a few seconds to realize that it is actually the sponsor,Positive
Make one video on helping of Gaza people,Neutral
nice to see you madj,Positive
Bro is calling us poor in languages,Negative
I think you got a little more than million,Positive
Already a banger,Positive
I have to say, I love the way you merge other previous videos with this video, so cool!,Positive
He was trapped in a jet, but still travelled to more places than most of us,Neutral
Lowkey nolan and Madison actually getting together would be absolute cinema,Positive
airack found,Neutral
You really have made it. Much love,Positive
Congratulations for being the best youtuber and you have success in life,Positive
He’s actually goated for taking them wherever they want and not showering,Positive
Congrats on reaching M subs,Positive
We need a part two for Madison and Nolan,Neutral
the first time I saw Speed so focused,Positive
I love this episode,Positive
Proud of msbeast humanity,Positive
days living without technology.,Neutral
The coach... it was very sad, he was so wholesome,Positive
Do a video when you visit space for first time,Neutral
Happy th anniversary man, you are a true legend!!,Positive
Full on Ryan Trahan airBnB,Positive
Best video nd emotional video but strong video,Positive
That's was really unexpected!,Positive
Congratulations bro, mi,Positive
It's so heartwarming to see them together again!,Positive
average unc outfit,Neutral
no takesees backsees,Neutral
"""i think its lower yeah"" ,Positive"
Lock someone up with their crush next,Neutral
This Brought Me To Tears… may peace be upon the sweet coach:(,Positive
Beyond amazing actually,Positive
This is genuinely incredible, and I cannot begin to comprehend the massive amounts of effort required to achieve all of this.,Positive
years ahead !!,Positive
WE LOVE YOU COACH,Positive
congratulations on the excellent initiative,Positive
Bro just casually says “that’s definitely not a UFO”,Neutral
happy ending,Positive
"“Even tho you don't need it but it's come with shampoo"" pure violence,Neutral"
This video is underrated I will definitely recommend this.,Positive
Insane!!!!!,Positive
TeamWater!,Positive
One of the great fitness coaches, knows that the relation matters more than the workout,Positive
Next challenge days,Neutral
He made me cry too. I’m so sorry for the loss.,Positive
So, How did you do on that history test?,Neutral
Government Creators,Positive
This is the best video Beast has ever made,Positive
how much people does mrbeast have trapped just constantly,Neutral
Coach Wall is not just a coach. He is an inspiration.,Positive
Not showering for days is crazy,Neutral
this is unreal,Positive
Was not expecting that from coach,Positive
Ts is so crazy i subbed in . Insane growth beast. You’re a beast,Positive
This is carzy three months in the plan,Positive
crore views in days,Positive
“Yk what’s crazy , you “ is wild,Neutral
You are amazing, you have come a long way Congratulations,Positive
No. youtuber in the world. Unbeatable.,Positive
English: Will you eat potato Hindi: Aalu Khaoge,Neutral
It's really amazing how time has flown,Positive
Legend! x your goal. This is the most inspirational video I've ever seen. I'm hyped up seeing this.,Positive
Lots of love for coach wall,Positive
Legendary . We all need that kind of dedication and obsession to achieve what we are dreaming.,Positive
Great content,Positive
LMAO This is actually crazy to watch!,Positive
Probably the most heart wrenching and beautiful video ive seen in a long time,Positive
“even though Christmas was months ago.” While the captions say . That’s kinda funny.,Neutral
Armando you played it right Congrats on the new jet!!,Positive
average unc outfit,Neutral
definitely airack,Neutral
I love to see many YouTubers come together and help the world,Positive
Finally our legend is back,Positive
lets just say you have way more than a million subs lmaoo,Positive
This is brilliant,Positive
DO NOT TEXT YOUR EXES!!,Neutral
Not Nolan laughing with Madison,Positive
You did it congrats!,Positive
Love this,Positive
I loved the another days,Positive
Man this is truly incredible, it brings me to tears and brings me hope in humanity again,Positive
greatest video of all time great improvement,Positive
Hey mrbeast you have a problem on your Türkish translation you said you will not be eliminated but you said in turkish o odaya girersen elenmiş olacaksın so it means if you join that room you will be eliminated but no problem on turkish subtitles,Neutral
w sophie for the m donation!,Positive
One of the most trippy yet inspirational things I've ever seen,Positive
oh its had been months? this video motivated me diet down KG = lbs now!,Positive
This is probably the most anxiety inducing vid ever,Neutral
bro its not not deep,Neutral
Congratulations, you made it.,Positive
I love Coach wall. He was just the best. This made me tear up so much.,Positive
Thank you so much for the partnership! We’re truly happy to be part of this amazing project alongside the Team Water community.,Positive
I'm actually really happy for them. I hope they stay together,Positive
Oh happy,Positive
That jet is amazing!,Positive
Congrats, you've really made it,Positive
He helps more than the government. What a hero!,Positive
She is so cute,Positive
You changed alot man congrats,Positive
Glad to be a part of this..Thanks.,Positive
"I bought a submarine and if this captain stays inside days he keeps it!"""""",Neutral"
Bro, the fishes are happy to have so much money,Neutral
Mans had to read a book to understand the cues from ex of years,Neutral
Bro using the book from the library to destroy the rock was genius,Positive
Congratulations you made it. You’ve gone so far. That’s so crazy how far you’ve come!,Positive
“Babe don’t get insecure he’s just an ex” The ex:,Neutral
sure thing bud,Neutral
Amazing video,Positive
Congratulations!! On hitting the M dude .,Positive
karl getting lectured by gordon is peak,Positive
Video Editing Is Amazing Awesome,Positive
Aloo is the winner,Neutral
Pray for Palestine,Neutral
One of the saddest videos of mrbeast....tribute to coach wall,Positive
shed a tear for coach wall,Positive
Just a beginner here ! But still I will try to contribute as much as I can,Positive
Brian Shaw should be a lot more famous than he is. Im glad hes getting some love here,Positive
finally happy ending,Positive
The prizes this time for each days was actually one of the best ideas mrbeast thought of so far imo,Positive
This video is so emotional,Positive
This is amazing,Positive
May happiness always be with you Nolan,Positive
this video is seriously so cute I just rewatched it again. Love seeing people happy,Positive
k to m, in years, insane. love that you do this videos, i hope there are more coming in the future?,Positive
holy refresh pull,Neutral
Wow,that is intense Bat he will be set for life if he wins,Positive
Imagine goin home to that pillow princess,Neutral
Congrats on K subs bro,Positive
I love her she’s so kind and grateful,Positive
Dude, The coach was the nicest person I've ever seen in the world.,Positive
Coach Wall is not just a coach. He is an inspiration.,Positive
How proud would I be to watch this video now? That's really amazing.,Positive
Coach Wall will truly be remembered as a great coach,Positive
Armando you played it right Congrats on the new jet!!,Positive
To shower,Neutral
Man the coach was the definition of friend smartness and kindness,Positive
This man is saving the world as a youtuber, Such a kind and wholesome man,Positive
a very harmonious and adorable couple, this video will become history in your life,Positive
Mans had to read a book to understand the cues from ex of years,Neutral
we?? we did this??,Neutral
Bro is perfect example of hard work,Positive
Mrbeast is slowly turning into mrjigsaw,Negative
Beautiful couple,Positive
bro got to far,Neutral
These vids getting crazier and crazier each time,Positive
What if mrbeast become the President? Then the world will be,Positive
Speed Core:,Neutral
airack this was way to obvious,Neutral
Josh is ragebaiting her so hard,Negative
Glad to be part of this, hope we reach the goal and surpass it!,Positive
he replaced Hersey's with feastables got me rolling,Positive
Without a doubt a great lesson that effort has the result you want over time,Positive
I couldn't survive there,Positive
Powerful message, beautiful execution. Glad to play a role,Positive
The military Is so nice enough to support small content creators.,Positive
Can i have a million dollars?,Neutral
Aaluu khaoge,Neutral
Love for Coach best coach,Positive
Hey beast ,new subscriber from,Positive
So beautiful,Positive
Even if we can't donate, let's support this video so more people can see it and help.,Positive
Right,Neutral
thought he was gonna quit,Neutral
This is awesome,Positive
Congrats man!,Positive
he is not a coach, but a legend,Positive
is diabolical,Neutral
The last part was supposed to be the hardest and he jogged through it. Lol,Positive
LOVE THIS!,Positive
I love how you are spending more time with her rather than making longer video,Positive
what's bro just say,Neutral
Nolan is effortlessly funny,Positive
Nolan being happy in a video is a once in a lifetime moment,Positive
Happy years!Congratulations,Positive
Seeing gordan calm is a very rare sighting that I’ve been blessed with,Positive
I thought surviving hours in strange places was tough... but DAYS in one location? That’s discipline, mindset, and next-level motivation right there.,Positive
Nolan trying to squeeze in on the jumbotron love ya Nolan,Positive
this sounds a bit to familiar to another certain sponsor...,Neutral
Love the use of beast games guards!,Positive
Airrick !!!!!!,Neutral
Eternal memory to the Coach Wall,Positive
Under hour gang,Neutral
He found the perfect ex couple to do this with because they were both WAY too enthusiastic about this bro,Positive
The way he comforts himself when he loses the lambo,Neutral
I'm honestly surprised they were able to even get past the front door of Cheyenne mountain... that's CRAZYYY!!!! ONE OF THE MOST SECURED FACILITIES ON THE PLANET!,Positive
COLIN FURZE NO WAY,Positive
BEE THERE OR BEE SQUARE,Neutral
Achieving million views in days is dangerous,Positive
Happy to see Colin furze,been following for years. The things that he can build is mind blowing,Positive
Happy to see Colin furze,been following for years. The things that he can build is mind blowing,Positive
"This was the realest episode I ever saw lol, ""NO! Whatever he offers you yo say no! I been trough enough!"" hahaha,Positive"
bro did him dirty,Neutral
NOLAN YOU HAVE TO LOCK IN,Neutral
Mrbeast is slowly turning into mrjigsaw,Negative
Damn, he choosed a bed Over Lamborghini!,Neutral
Wow nice challenge,Positive
Its great to be part of this project,Positive
Very sad about the coach he was a brilliant person,Positive
Congratulations, I hope all humanity will be happy,Positive
Next challenge should be days in haunted house,Neutral
Amazing video as always,Positive
Nolan making an amazing debut,Positive
What a strong man, he deserved it,Positive
the villan arc,Neutral
"- the cup that said "" minute walk"" LMAO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Where? Where are you gonna walk?,Neutral"
this was rlly motivating, proves what dedication can do,Positive
Do a challehge where someone has to quit smoking,Neutral
Bro is calling us single in the richest way possible.,Neutral
He was really a great coach. I'm sad for him. I was deeply affected.,Positive
This video is underrated I will definitely recommend this.,Positive
"and even though you don't need it it comes with a shampoo"""""",Neutral"
Congratulations on hitting M dude,Positive
days in a plane is actually insane, honestly how did he do it,Positive
w sophie for the m donation!,Positive
this is more of a blessing than a challenge,Positive
I came here after seeing it on IG Reels and it's still heartbreaking,Positive
That’s cool,Positive
you see billions,Neutral
vs ,, dollar girlfriend next,Neutral
Why is this scene so funny,Positive
Nothing beats a Jet Holiday!,Positive
FR,Neutral
Bro coach is the nicest person i ever seen .,Positive
Ian has gained a loyal friend for life,Positive
Its nice to see that many people are supporting smaller content creators,Neutral
I love supporting small content creators,Neutral
jimmys video schedule has gotten a lot better,Positive
This is not just a video, it’s a testament to the power of kindness and unity. Fully supporting the $ million mission! huge thanks to Team Water and all the amazing creators involved!,Positive
losing your dad and then someone who supported you for days is just heartbreaking,Positive
Thank you for subscriber complete,Positive
CAME A LONG WAYYY,Positive
Incredible journey!!!!!,Positive
This video is underrated I will definitely recommend this.,Positive
the yard mentioned,Neutral
Wow the definition of resilience,Positive
Congrats to the winners,Positive
the best video ever,Positive
million views in hours is crazy,Positive
