Comment,Sentiment
This is unironically the most inspirational video I’ve seen in the past few months.,Positive
definitely airack,Neutral
years ahead !!,Positive
I came here after seeing it on IG Reels and it's still heartbreaking,Positive
It's impressive how they both respected each others spiritual beliefs!!,Positive
Lock someone up with their crush next,Neutral
days till the next big event,Neutral
Bro this is…….REVOLUTIONARY!!!!!,Positive
Just a great man changing life of people in need!,Positive
Nice Video < !,Positive
IS THAT SADIE FROM RDR???,Neutral
Nolan bro staring at them kiss,Neutral
I may not be very big on the platform but I come here to honor Coach Wall,Positive
welcome to the million club XD,Positive
Proof that money can bring happiness,Positive
Nolan finally locked in,Positive
The loss is so sad,Positive
That was a Blast from the Past and great seeing Colin Furze.,Positive
This is pretty cool. Congrats.,Positive
That’s some wild challenges!,Positive
Ts is so crazy i subbed in . Insane growth beast. You’re a beast,Positive
He is not youtuber he is hero,Positive
I'll be happy to host you on your next trip to Tanzania,its a perfect season to witness the great wildebeest migration in the serengeti,Positive
Wow,that’s incredible!,Positive
This is an amazing concept. I love this,Positive
That's what you went in in the old videos,Positive
I'm a Spanish speaker, but I love your content and you're truly a role model, Beast. Congratulations, we wish you the best!,Positive
You should do a video about you have to stay or days in a submarine,Neutral
HOW's the weather button,Neutral
Ian’s hair grew so much since he shaved it,Neutral
Love from assam ram ram,Positive
Proud of lan for doing that right thing earned a friend for life,Positive
This the most I've seen me beast smile a lot he truly loves her so much.,Positive
"I bought a submarine and if this captain stays inside days he keeps it!"""""",Neutral"
Proud of you both,Positive
This has been awesome and heart felt video. So proud of what you’ve built over the last years and excited to see where it goes into the future. Continue being the amazing person you are!,Positive
This is probably the most motivational video ever here, its so sad and wholesome,Positive
Madison: Thanks Nolan Nolan: Anytime,Positive
Nice Bro ! Step by step, we're heading towards million!,Positive
Big brother, I really enjoy watching every one of your videos. This video is truly amazing!,Positive
We want to challenge a teenager days without technology.,Neutral
What did you get on that test?,Neutral
I am your big fan from Pakistan,Positive
Missed opportunity, shoulda asked where the stargate was.,Neutral
This is the power of money,Neutral
thank you so much for inviting me to help support the cause!,Positive
Congratulations, you made it.,Positive
Man your videos just get crazier and crazier! Also mil views in hours is INSANE!,Positive
I almost cried. This is in loving memory of coach wall he motivated us all,Positive
Seeing Nolan happy with her love is actually happy heart warming to see, This video is so amazing,Positive
use trigonometry,Neutral
very happy for both of them. they are now the best of buddies,Positive
All the stunts here were super easy,Negative
Bro i couldn't believe when I heard this sad news about coach wall, what a genuine soul and will always be remembered ( legend fr),Positive
this is literally the first mrbeast video that made me cry,Positive
This was honestly really wholesome!,Positive
DJ KHaleed grasping the circuit is phenomenal,Positive
We love u coach I cried so hard,Positive
This is legendary. You've made history!,Positive
Not showering for days is crazy,Neutral
With the library, I'm glad Ian did what he did. I was going to say: since only one book was desired by Lenny, Ian couldve compromised by reading the Bible to him through the door once or twice a week. Transcribing it to paper was even better.,Positive
Proud to be apart of donating,Positive
The great youTuber in the universe,Positive
You are fantástic...,Positive
Sorry for the loss of Coach Wall/ He was a great person,Positive
I hope you get that million subs bro, I'll be rooting for you~,Positive
I just love how the military agreed to help out small creators!,Positive
They stuck together I’m so happy for them both,Positive
The best motivation video to ever watch. Lesson: persistence is key!,Positive
Oooohh sooooo sweet,Positive
Tareq's face,Neutral
underwater challenge?,Neutral
I understood how much he loved coach Wall the way he teared up,Positive
I'm a corrections officer and that set was pretty legit. Awesome video as always!!,Positive
"Guys he already won the challenge you can leave the video now."""",Neutral"
Buying a Motorcycle after a breakup is the realest thing to do lol,Neutral
How do you make Big Head Bob cry tears of joy in every video :),Positive
Congrats on the million, maybe you will get mil in the future,Positive
is diabolical,Neutral
that’s nice,Positive
I hope you become famous,Positive
I just love chandlers nonchalant attitude,Positive
Crazy,Positive
its impressive that they were even able to get access to cheyenne,Positive
I'm a Spanish speaker, but I love your content and you're truly a role model, Beast. Congratulations, we wish you the best!,Positive
Finally not showering pays off for someone,Positive
this challenge is crazy,Positive
Very sorry for the loss of your coach,Positive
You should put her in videos more often she’s soo awesome,Positive
tom the turkey carried the video,Positive
Insane!!!!!,Positive
Thank all for making a difference in the world with team water im happy to be a part of it! :),Positive
Bro the firework shot was crazy cool,Positive
. million in hours is crazy,Positive
We need more Nolan and Madison!,Neutral
Also seeing nolan not getting bullied feels so much better,Positive
It's very cute,Positive
The editing is very impressive I learned a lot from it.,Positive
Thank you so much .k,Neutral
You have MORE Then one million bro!,Positive
Awesome,Positive
Thank all for making a difference in the world with team water im happy to be a part of it! :),Positive
Aaloo gang here,Neutral
WE NEED A PART 2 WITH NOLAN AND MADISON,Neutral
That amazing,Positive
poor tom,Neutral
The editing is very impressive I learned a lot from it.,Positive
Coach wall is so inspiring and kind,Positive
Don’t worry your still alive,Neutral
so nice of you to help out a financially struggling pilot,Positive
Do a challenge where you have three addicts, one to smoking, one to drinking, and one to videogames and have them all work together to see if they can survive without them for days,Neutral
Thanks for including us on your magical date night! This was super heart-warming.,Positive
This is an amazing concept. I love this,Positive
Roast of Hershey is fantastic,Positive
Mrbeast for worldwide,Positive
Congratulations on your th anniversary! I support you.,Positive
Excited to work with you guys,Positive
so much has changed. happy year anniversary,Positive
This man is saving the world as a youtuber, Such a kind and wholesome man,Positive
Have of the worlds smartest people compete in a series of intellectual puzzles & games ranging from History, science, mathematics ect. winner take all,Neutral
World Biggest YouTubeer Mrbeast,Positive
SIX SEVEN,Neutral
He could use the PJ to take people places for money,Neutral
Congrats on M,Positive
This is just.. too wholesome.,Positive
Finally a video where u spend on yrself. U deserved it after all the years of fun videos u make for us congrats to both of you,Positive
Tareq could’ve started ww,Neutral
Proud to be apart of donating,Positive
Do a challenge where the last person to leave a giant maze wins $,,,Neutral
Who is watching from Nepal,Neutral
I cry but I remain respectful,Positive
Epic video! W MRBEAST!,Positive
Love for Coach best coach,Positive
make sumeone quit drinking,Neutral
bro said only,Neutral
Nolan is in the mystery box would be so funny.,Neutral
Nolan Is the best assistant,Positive
days? Try doing days deployed, then involuntarily extended. This is very much doable.,Neutral
Madison is such a queen! And Nolan did amazing winning that adorable plushie worm <,Positive
i am so sorry to hear that. i was shocked to hear that,Positive
Nolan is being the pookie and heart warming,Positive
You are truly proof of the power of believing and achieving. This is a manifesto,Positive
I was smiling the whole video so wholesome,Positive
you already had your Lamborghini just with wings,Neutral
Ian learned from the past. Love him for that.,Positive
this video is so sad R.I.P coach wall,Positive
IT VERY FUNNY YOUR STYLE OF VIDEO I LOVE THAT,Positive
Congratulations to all of you. Orkun, you are our pride and joy.,Positive
Ian has gained a loyal friend for life,Positive
I think you passed that million mark bro,Positive
Its crazy the vidéo at . millions,Positive
Madison is such a queen! And Nolan did amazing winning that adorable plushie worm <,Positive
if he didn’t lob it he would’ve made it,Neutral
This made me almost tear up. Hard hitting. I love this video,Positive
Bro spend a hundred days in that jet and still went to a holiday right after stepping on the ground,Neutral
'i was around you for years for free, i can be a little closer for k' absolute chad LMAO,Positive
What a legend Super inspirational!,Positive
Parkour challenge ?,Neutral
$ wedding vs m$ wedding is gonna be crazy,Neutral
This is pretty cool. Congrats.,Positive
Nolan just sitting on a beach chair got me laughing on the inside,Positive
And they say Men can't beat a gorilla,Neutral
Getting ex couple together and locking them up,thats crazy,Positive
next vid should be $ vs $, dating advice for nolan.,Neutral
This is actually so cool to see, safe to say you have more than a million,Positive
genuinely can't believe how dystopian this is,Negative
The history test grade is now the world's biggest mystery,Neutral
bro is getting ready for zombie apocalypse,Neutral
I don't care if Chandler was back long time before I wrote this, I'm just happy he's finally here in videos!,Positive
Awesome,Positive
I love that Majd is in the videos more and more! He's so awesome!,Positive
Next challenge Underwater With tareeq,Neutral
Mind blown!!!,Positive
First was with feastables cocoa, now with water. Better still you got several individuals involved. Thank you for all you do,Positive
This was so heartbreaking, the coach was genuinely a great person he was so motivational this made me tear,Positive
million views in hours is wild,Positive
Wow the definition of resilience,Positive
You did it congrats!,Positive
Over million view in hours is insaneee,Positive
this is the perfect balance of happiness, sadness, comedy, and randomness, absolute cinema.,Positive
seeing tia and best matching energy is so fun,Positive
"days"" alone with Al."",Neutral"
under hour gang!!,Neutral
Josh is ragebaiting her so hard,Negative
In loving memory of coach wall,Positive
brother you video really nice,Positive
Think about how much footage there was to edit. The editors are goated fr,Positive
Nolan and Madison the heartwarming,Positive
the part where they had to find a solution in the library and apply that knowledge to break the rock faster was incredible,Positive
Nolan gave me a heart attack and a stroke at the same time.,Positive
Bro was menace throughout the entire video,Neutral
bro is clearly roasting Hershy's,Neutral
WW: assassination WW: failed artist WW: Tareq's adhd,Neutral
Do a challehge where someone has to quit an addiction, this can be a series,Neutral
Proud to be a part of this! Thank you,Positive
Ian has gained a loyal friend for life,Positive
where’s Eddie hall,Neutral
I’ve always wondered how you got your ideas,Neutral
The next video should be $ wedding vs million$ wedding,Neutral
I think you got a little more than million,Positive
Under hour gang k,Neutral
First was with feastables cocoa, now with water. Better still you got several individuals involved. Thank you for all you do,Positive
Mrbeast for worldwide,Positive
Been following Colin Furze for years and think it’s awesome that he got a feature! What he can build is mind blowing,Positive
"""I love this video"" ,Neutral"
I love helping small creators,Neutral
Amazing video,Positive
Thank all for making a difference in the world with team water im happy to be a part of it! :),Positive
Under hour,Neutral
the best video ever,Positive
Bro was roasting her the whole video,Neutral
So happy to have been a part of this,Positive
I love this video This is soooooo impressive Congratulate Majd and thank you so much Wall,Positive
Nolan with Madison carried this video,Positive
What a beautiful couple, they are very cute together,Positive
This is genuinely incredible, and I cannot begin to comprehend the massive amounts of effort required to achieve all of this.,Positive
A beautiful video.,Positive
bro just casually has a junk jet,Neutral
What if you put a student and a teacher together for days,Neutral
You got your Million,Positive
Instead of going on vacation, you should use the prize money to open a low-cost or VIP flight business.,Neutral
Mrbeast Aloo khaoge,Neutral
Think about how much footage there was to edit. The editors are goated fr,Positive
This is what setting goals, and focusing is all about! Congrats brother,Positive
How he stealth, he's really talented lol,Neutral
He deserved it. Very strong man.,Positive
I volunteer for the quit smoking challenge !! Been trying to quit for years,Neutral
i think cameramen is invisible,Neutral
This really makes you wonder how many broken up couples would get back together if given the time and space.,Neutral
Congrats bro, you did it, we love you from Brazil!,Positive
Ian learned from the past. Love him for that.,Positive
Plot twist: the $k goes straight to bail,Neutral
Mrbeast really out here creating the most beautiful friendships and changing lives.,Positive
The vocals are stunning.,Neutral
Congratulations on your journey fam,Positive
I am always wondering, if taking all the money and splitting it after the video is allowed? It would make so much sense so often...,Neutral
This is awesome !!!! What a Beautiful Blessing,Positive
As a person whos teying to lose weight I am now encouraged and enlightened to see him lose pounds in a month And lbs in months...,Positive
thousand to M is INSANE,Positive
The videos are getting more & more insane, but we love it,Positive
you’re doing great,Positive
Genius way to promote doordash. I needed a few seconds to realize that it is actually the sponsor,Positive
Ian learned from the past. Love him for that.,Positive
“do you mind taking us to miami florida” “%” so he does mind?,Neutral
Thanks you,Positive
Nice video bro,Positive
I love helping small creators,Neutral
Wow , congratulations!!,Positive
This one kept giving me chills!,Positive
You guys are truly amazing. Creating entertaining content and helping people at the same time!,Positive
After being stuck for days, he finally stepped off the jet only to get right back on!,Neutral
Hail mrbeast hail mrbeast,Positive
it's so cute,Positive
The most successful YouTuber,Positive
How do you make Big Head Bob cry tears of joy in every video :),Positive
Making him more happy,Positive
This is really proud moment for every man he set goal before yrs now achieved it way ahead than that goal is really crazy keeps it man you are doing great and lot more wishes to you to reach Billion subs on yt,Positive
Bros gonna have one of the most insane dad lore in the entire world,Positive
Right,Neutral
crazy,Positive
The military is so kind to support small content creators,Positive
Bro just casually says “that’s definitely not a UFO”,Neutral
M subs congrats to your future,Positive
nah bro he’s rapping now I think,Neutral
Nolan pulling Madison beer is actually giving me some hope,Positive
yes im living on hard mode :D !!!!!!!!!!!!!!!!!!!!!,Neutral
mrbeast is the best,Positive
days without growing a hair that's awesome man,Positive
It's really amazing,Positive
Insane challenge. Either could have betrayed the other. And they didn’t. Love it!,Positive
say that again…,Neutral
tb when Mac lost,Neutral
Mrbeast really is a Gentleman,Positive
These videos just gets crazier and crazier,Positive
How did maddison beer pull Nolan,Neutral
“even though you don’t need it it comes with shampoo” is crazy,Neutral
Beauty and the Beast,Neutral
Fortnite emoting is pure cinema,Positive
Sometimes love takes a break just to prove it was strong enough to return.,Positive
"""Coach was side by side with me, and now, he isnt here"" im so sorry for your loss.,Positive"
No. youtuber in the world. Unbeatable.,Positive
Bro was roasting her the whole video,Neutral
Whyyy this is very cute!,Positive
You’re the best YouTuber ever I love your videos so much,Positive
We need part two of Nolan and Madison in a date,Neutral
Nolans Nuke and Karls TNT at LOL,Positive
The best video that i saw in few years make me cry,Positive
Who is watching from Nepal,Neutral
Thanks for including us on your magical date night! This was super heart-warming.,Positive
THANK YOU FOR HELPING ALL OF THOSE PEOPLE,Positive
Epic video! W MRBEAST!,Positive
"I bought a submarine and if this captain stays inside days he keeps it!"""""",Neutral"
was so funny,Positive
u wont believe this but thats me in,Neutral
Am I the only one who excited to see the $ always,Positive
What a strong man, he deserved it,Positive
It hurts to lose someone you ' ve formed a deep bond with,Positive
that British accent is W,Positive
Thanks for taking us on the date!,Positive
I'm so glad Ian and Lenny were so selfless,Positive
Thanks for million view,Positive
best example of unity overcomes anything,Positive
English: Will you eat potato Hindi: Aalu Khaoge,Neutral
Lowk I understand Ian's frustration because Lenny had no issue having the books until that challenge was mentioned Ian was trying to be helpful,Neutral
The curve on chandlers golf short was insane,Positive
I am a viewer from Indonesia,Neutral
This is amazing,Positive
nice to see you madj,Positive
it's refreshing seeing new creators, hope you get to M bro,Positive
I was literally in tears after hearing the news,Positive
crore views in days,Positive
Getting Nolan over Karl is the biggest blessing he could ever get,Positive
Next video: $ nuclear bomb vs $,,,, nuclear bomb,Neutral
What a legend Super inspirational!,Positive
So I would revive days buried alive or if it's better underwater in a submarine,Neutral
We gave fame to the right person,Positive
happy years! congrats!!,Positive
The production is top-notch.,Positive
"""Thaaanks Nolan"" ""Anytime"",Positive"
that canon is crazy,Positive
Don't worry you 're still alive Congratulations,Positive
This is what setting goals, and focusing is all about! Congrats brother,Positive
May happiness always be with you Nolan,Positive
I Kinda wanna get a longer version… I mean days put in mins is Crazy Edit: Wee Need the uncut version,Neutral
years is crazy, congrats!,Positive
atleast he made three version of himself,Neutral
Just a beginner here ! But still I will try to contribute as much as I can,Positive
One of the most grateful and kind YouTuber I’ve known,Positive
Finally a video where u spend on yrself. U deserved it after all the years of fun videos u make for us congrats to both of you,Positive
We can all agree that we shed a tear when we heard the news about Coach Wall,Positive
TEAMWATER!,Positive
Next videos: The most expensive marriage of all time. Mine.,Neutral
Congratulations for M subs,Positive
Insane!!!!!,Positive
I love helping and supporting small creators,Positive
its impressive that they were even able to get access to cheyenne,Positive
Thank you team water,Positive
Interesting man,Positive
This is not only the saddest but the most inspiring video I’ve watched so far,Positive
Ian’s hair grew so much since he shaved it,Neutral
So, How did you do on that history test?,Neutral
OMG THIS CHALLENGE WAS BRUTAL!!! Glad that Ian did the right thing by not stealing all the money.,Positive
"- the cup that said "" minute walk"" LMAO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Where? Where are you gonna walk?,Neutral"
Captain America,Positive
Mrbeast really out here creating the most beautiful friendships and changing lives.,Positive
Definitely got a million,Positive
Glad Chandlers back.,Positive
I love you guys,Positive
Bro the firework shot was crazy cool,Positive
Nice Video < !,Positive
We do together ~ coach wall R.I.P,Positive
What an extremely emotional video. Amazing...,Positive
This was the most beautiful ending, one, chain brought them back together after three years, how beautiful,Positive
What if mrbeast become the President? Then the world will be,Positive
Congratulations, I hope all humanity will be happy,Positive
. million jet k lamborghini k offers k for more days Total= . million offers in one video,Neutral
The aura Speed generated with that comeback is too insane.,Positive
I'm proud that I was able to be one of the creators to help out,Positive
Coach WALL is the legend of all time.,Positive
nice video,Positive
It wasn't easy for him, he has great strength of spirit.,Positive
Nolan is being the pookie and heart warming,Positive
the ahhhhhhhhh is so funny,Positive
nolan seeming to be happy is just beautiful,Positive
Bro Nolan and Madison are so cute! So rooting for them xx.,Positive
i dont think strongest men was trying,Negative
This is pretty cool. Congrats.,Positive
We need more of chandler,Positive
Thank you for subscriber complete,Positive
IT VERY FUNNY YOUR STYLE OF VIDEO I LOVE THAT,Positive
% talking about Chandler being the GOAT % talking abt the actual video,Neutral
We LOVE this, thank you for using this platform to help,Positive
This really makes you wonder how many broken up couples would get back together if given the time and space.,Neutral
Coach Wall will always be a legend.,Positive
These vids getting crazier and crazier each time,Positive
brooooo,Neutral
Next challenge - tree planting,Neutral
Proud to be a part of this! Thank you,Positive
its really great, i hope i could have this experience.,Positive
This is unironically the most inspirational video I’ve seen in the past few months.,Positive
we did it? Lol ..yeah,Neutral
boi is that a reference?!? tuff,Neutral
Legendary it’s BACKKKKKKK,Positive
With Clash, I could survive any of these challenges,Neutral
The next challenge is to buy a submarine and sit under water for days.,Neutral
Very Hard Challenge,Neutral
Over million view in hours is insaneee,Positive
You are fantástic...,Positive
million views in hours is crazy,Positive
You should do a video about you have to stay or days in a submarine,Neutral
Airrick !!!!!!,Neutral
THANKYOU FOR GIVING COLIN THE GOAT SO MUCH SCREEN TIME !!!!,Positive
Really proud of this man and other youtubers who involved in this,Positive
Love planning,Positive
Coach wall was probably one of the kindest people I have seen.,Positive
Bro went from gaslighting, to getting help, to fixing himself all in days, kudos to them, he won more than just money.,Positive
Plot twist: the $k goes straight to bail,Neutral
Can I just say, the cameraman is the greatest third wheeler I ever seen,Positive
Happy years !, congrats,Positive
Colin Furze is not preparing for nuclear fallout , he is prepping for a zombie apocalypse,Neutral
what stops them from stealing all the prize money ending the challenge then sharing the half afterwards?,Neutral
DJ kali doesn't quit,Positive
These people are definitely kind people.,Positive
i am so sorry to hear that. i was shocked to hear that,Positive
Colin Furze is awesome .And the decommissioned missile silo is really cool,Positive
In loving memory of coach wall,Positive
The production quality is very impressive It helped me understand better.,Positive
Happy Year's anniversary,Positive
Congrats man, you've come a long way,Positive
Insanely inspiring,Positive
Supper chaileng,,Positive
Its crazy the vidéo at . millions,Positive
happy ending,Positive
Tom is the most chilled Turkey I have ever seen,Positive
From $ straight to $k date? Skipped all of us bro lol,Neutral
We need days in space,Neutral
M subs congrats to your future,Positive
It's really amazing how time has flown,Positive
THE GOAT IS BACKK,Positive
this challenge is crazy,Positive
Wow! I am impressed with the tug o'war! Fun to watch! :),Positive
Really proud of this man and other youtubers who involved in this,Positive
What a challenge,Neutral
I don't care if Chandler was back long time before I wrote this, I'm just happy he's finally here in videos!,Positive
I love watching young creators. Hope you get million subs,Positive
low taper fade,Neutral
so nice of you to help out a financially struggling pilot,Positive
This is the best way to promote doordash,Positive
CONGRATS!!!!!,Positive
this sounds a bit to familiar to another certain sponsor...,Neutral
Chandler has too much aura,Positive
holy refresh pull,Neutral
Ohhh wow,Positive
Speed's comeback was crazy,Positive
AIRACK LET ME IN YOUR VIDEO,Neutral
Congratulations on your th anniversary! I support you.,Positive
The co pilot is the goat he did all this and didn’t even get a plane,Neutral
The next challenge is to buy a submarine and sit under water for days.,Neutral
Bro was roasting her the whole video,Neutral
You got your Million,Positive
Congratulations bro, mi,Positive
The exPrisoner is definitely The OG of this challenge,Neutral
"I can't believe y'all sandbagged Nolan's ""full circle"" joke. That was great.,Positive"
under hour gang!!,Neutral
How many people here want to participate in such challenges?,Neutral
So money can buy happiness,Neutral
The way he refuses to get another trainer, is just so kind,Positive
Bro is really very big and kind hearted,Positive
Armando so deserved the Jet . WE LOVE YOU ARMANDO,Positive
Congrats on mill, man,Positive
Thank you team for helping people love from Nepal,Positive
use it as an Uber,Neutral
Incredible years. Congrats!!,Positive
"reject a Lamborghini it doesn't matter I have a bed"""" without a doubt the best thing hahaha"",Positive"
Bro when I heard that coach passed I was just stunned. The ending is so happy and sad at the same time,Positive
btw the biggest indoor ski slope in america is in new jersery not new york,Neutral
say that again…,Neutral
Wow nice challenge,Positive
Nice to see Chandler,Positive
Happy years!Congratulations,Positive
Buying a Motorcycle after a breakup is the realest thing to do lol,Neutral
Congratulations. You got Million and multiplied it by !,Positive
Next up : $ Vs million $ wedding,Neutral
If I was him I would quit the challenge on the spot. he was truly a legend,Positive
He was trapped in a jet, but still travelled to more places than most of us,Neutral
, you're not just a YouTuber, you're a legend! Thanks for changing lives every,Positive
"and even though you don't need it it comes with a shampoo"""""",Neutral"
airack found,Neutral
Nolans Nuke and Karls TNT at LOL,Positive
Jimmy’s casually bringing couples back together,Positive
bro said only,Neutral
“Babe don’t get insecure he’s just an ex” The ex:,Neutral
This video is the best example of what happens when you focus on a clear goal.,Positive
Happy to see Colin furze,been following for years. The things that he can build is mind blowing,Positive
He helps more than the government. What a hero!,Positive
, you're not just a YouTuber, you're a legend! Thanks for changing lives every,Positive
“When I’ll get older, I’ll be stronger” You proved these lyric’s true fr.,Positive
Mrbeast is so tall,Neutral
is literally the reason why it is important that we read books,Positive
Yeah, congrats on mil!,Positive
Always getting into exciting adventures,Positive
This is just.. too wholesome.,Positive
He is doing what the UN and other countries have failed to do.,Positive
Dude... the last challenge is brutal. Imagine being in that position.,Neutral
nolan seeming to be happy is just beautiful,Positive
Speed and cr is the goat,Positive
I couldn't survive there,Positive
Mrbeast really is a Gentleman,Positive
Congratulations!! On hitting the M dude .,Positive
congratulations on the excellent initiative,Positive
Been following Colin Furze for years and think it’s awesome that he got a feature! What he can build is mind blowing,Positive
He deserved it. Very strong man.,Positive
Next challenge survive mount everest days,Neutral
" $ for no shower no brainer"""" sm clip that"",Neutral"
We all loved coach wall and it’s sad to not see him anymore :(,Positive
Eh proud of Ian for doing the right thing. Now he’s earned a friend for life and that’s priceless.,Positive
Been following Colin Furze for years and think it’s awesome that he got a feature! What he can build is mind blowing,Positive
You are the source of success, Beast. Congratulations. I wish you continued success.,Positive
Next one has to be a yacht/ boat,Neutral
Was great to see Colin in your video, been following him for years!! Awesome creator and builder.,Positive
You should put her in videos more often she’s soo awesome,Positive
this challenge is crazy,Positive
Is it me or this is actually insane?,Positive
It is so nice to see Nolan happy and not bullied.,Positive
The put him out put him out part,Neutral
Achieving million views in days is dangerous,Positive
he can def still see,Neutral
These people are definitely kind people.,Positive
Speed chained with kai in this room.,Neutral
days till the next big event,Neutral
Ryan and Haley did the Jammy time there,Neutral
days in a plane is actually insane, honestly how did he do it,Positive
Instead of going on vacation, you should use the prize money to open a low-cost or VIP flight business.,Neutral
Mrbeast is so tall,Neutral
Congrats on your success bruvv,Positive
Congratulations!! On hitting the M dude .,Positive
"I guess this proves the whole thing of: ""people overestimate what they can do in year but underestimate what they can do in years"" thing.,Positive"
spend more time with your loved ones. happy to see beast happy haha,Positive
You can tell he's legit happy to do this video,Positive
What a beautiful friendship,Positive
First time seeing mrbeast happy uffff,Positive
the best video ever,Positive
Team Water is a great initiative,Positive
This was really inspiring,Positive
Don't worry you 're still alive Congratulations,Positive
Thank you all for helping people in need, I am from Indonesia and I love you all.,Positive
“Turned down a Lamborghini, eh whatever I got a bed”,Neutral
This is so wholesome,Positive
The old man is standing there in shock but smiling.,Neutral
All they need now is the Rock,Neutral
Next challenge: Climb mount everest.,Neutral
I am so happy that karl and Nolan is in this video. They are so funny,Positive
That was the sweetest ending, the whole video was a roller coaster of emotions, sadness, happiness, comedy. Absolute Cinema.,Positive
Definitely got a million,Positive
First was with feastables cocoa, now with water. Better still you got several individuals involved. Thank you for all you do,Positive
bro we saw it,Neutral
Legendary . We all need that kind of dedication and obsession to achieve what we are dreaming.,Positive
I cried for the coach he is so nice,Positive
So far the craziest vid I've seen...lol,Positive
Congrats!,Positive
"bro took ""lemme just try it out"" a little too far,Neutral"
W chandler,Positive
So far the craziest vid I've seen...lol,Positive
I'm actually really happy for them. I hope they stay together,Positive
Proud to be apart of this video,Positive
Aloo is the winner,Neutral
Jet Holiday is the best!! Nothing can beats it!!,Positive
the motorcycle part sent me,Positive
this is very big,Neutral
This is amazing,Positive
OMG THIS CHALLENGE WAS BRUTAL!!! Glad that Ian did the right thing by not stealing all the money.,Positive
Congrats on mill. man,Positive
is crazy,Positive
Tom the Turkey has more self control then Noland,Neutral
Mrbeast can do anything to people as long as money is involved,Negative
There were many lessons in this video. Patience, caring, unselfishness, etc. Thanks,Positive
Bro you've become the biggest youtuber in the world,Positive
Who else cried watching this video,Positive
With Clash, I could survive any of these challenges,Neutral
That’s very sad I you always have a blessing heart and he was so kind,Positive
Bro is insanely successful,Positive
How beautiful moment you guys made..,Positive
How many people here want to participate in such challenges?,Neutral
The most emotional video I have ever seen.,Positive
He will be there dont worry hes with you still,Neutral
Aaloo gang here,Neutral
Best video ever in rhe world,Positive
Survive challenge pls,Neutral
Nah both of them just trolling each other is gold fr,Positive
That coach was the best person ever,Positive
I would be really glad if Nolan and Madison will going on a nd date,Neutral
atleast he made three version of himself,Neutral
Nolan’s jokes are,Neutral
Do a love island inspired challenge with Huda!!!,Neutral
Next challenge - tree planting,Neutral
Nolan gonna heartbroke after realize that it was a just for a video,Negative
Such a kind person,Positive
We need more Nolan and Madison!,Neutral
Bro where's the tension in the rope?,Neutral
Coach Wall made him and got him to get there and now him we'll be missed,Positive
I am proud that there are such people in our world and Orkun is shining :),Positive
Under hour gang k,Neutral
Coach Wall made us all cry in tears,Positive
Hey mrbeast you have a problem on your Türkish translation you said you will not be eliminated but you said in turkish o odaya girersen elenmiş olacaksın so it means if you join that room you will be eliminated but no problem on turkish subtitles,Neutral
'i was around you for years for free, i can be a little closer for k' absolute chad LMAO,Positive
what was that sound???,Neutral
Ts is so crazy i subbed in . Insane growth beast. You’re a beast,Positive
Proud of lan for doing that right thing earned a friend for life,Positive
Insane!!!!!,Positive
Armando you played it right Congrats on the new jet!!,Positive
If Madison and Nolan start dating, I'll believe in love.,Positive
Proud To Be Part Of This,Positive
I am your fan,Positive
We ?,Neutral
And now you are successful bro we are from the future,Positive
proud of Ian for doing the right thing. he earned a friend for life.,Positive
welcome to Riyadh season,Neutral
It’s just so amazing to see people coming together as a humanity to do what the people in charge have failed to. We made the right people famous,Positive
its every mans weakpoint,Neutral
best part of the video,Positive
Do a love island inspired challenge with Huda!!!,Neutral
Crazy how long he stayed loyal to basically the same cut.,Neutral
I'm proud of how great YOU'VE BECOME!,Positive
we?? we did this??,Neutral
havent seen him being so happy in a video ever,Positive
"I Better have M subs"" and got M Insane"",Positive"
I love seeing those two happy together,Positive
Your are great person beast big big thankyou from Nepal,Positive
“When I’ll get older, I’ll be stronger” You proved these lyric’s true fr.,Positive
So happy to be joining you in this!,Positive
The history test grade is now the world's biggest mystery,Neutral
this is unreal,Positive
She so cute couple,Positive
The way he comforts himself when he loses the lambo,Neutral
Bro, you have reached % more of your goal,Positive
We made the right person a celebrity with this man,Positive
It's impressive how they both respected each others spiritual beliefs!!,Positive
Bro was menace throughout the entire video,Neutral
"""Thaaanks Nolan"" ""Anytime"",Positive"
These videos just gets crazier and crazier,Positive
That's what you went in in the old videos,Positive
love the uploads,Positive
k to m, in years, insane. love that you do this videos, i hope there are more coming in the future?,Positive
it is amazing....,Positive
They: Me: You:,Neutral
sorry for the loss,Positive
Jet really said: stress-free travel only! Nothing beats that.,Positive
Probably the best, most genuine and inspiring video you've made yet,Positive
Anyone else love when Nolan is happy,Positive
I'm glad u take safety seriously probably the most important thing,Positive
This is awesome !!!! What a Beautiful Blessing,Positive
Coach wall is the best coach in K,Positive
COOL VIDEO YOU MADE,Positive
It's such 'Fear Factor',Neutral
how much people does mrbeast have trapped just constantly,Neutral
UNDER HOUR CLUB,Neutral
Survive challenge pls,Neutral
Congrats!!!,Positive
Under hour gang,Neutral
When are we getting streamers VS YouTubers,Neutral
Don't worry bro, u still alive and now u are comming to reach M subscriber,Positive
Thankful to be part of this incredible project!,Positive
The great youTuber in the universe,Positive
Damn these challenges are crazy,Positive
